cve_id,cwe_ids,cwe_descriptions,repo_url,parents,filenames,repo_size
CVE-2021-32631,CWE-290,This attack-focused weakness is caused by incorrectly implemented authentication schemes that are subject to spoofing attacks.,https://github.com/nimble-platform/common,['ad119be367ffe3ee625bbcff4e15fbe96a1fa52c'],ValidationUtil.java,2020000
CVE-2021-32634,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/NationalSecurityAgency/emissary,['fd0e1c25684e3e80c18fc8805acc06f26f46266c'],IMobileAgent.java;WorkBundle.java;WorkUnit.java;MoveToAdapter.java;WorkSpaceAdapter.java;MoveToAction.java;WorkSpaceClientEnqueueAction.java;PayloadUtil.java,41663000
CVE-2021-32651,CWE-90,The product constructs all or part of an LDAP query using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.,https://github.com/theonedev/onedev,['a61e1a016c20f4f3eafb257640883edb19771578'],LdapAuthenticator.java,225048000
CVE-2021-32731,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://github.com/xwiki/xwiki-platform,['0a36dbcc5421d450366580217a47cc44d32f7257'],ResetPasswordIT.java,573127000
CVE-2021-32769,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/micronaut-projects/micronaut-core,['d481bee3e407624a9c1ef645667dae1ee5b13c74'],DefaultFileSystemResourceLoader.java;DefaultClassPathResourceLoader.java;DefaultEnvironment.java,107732000
CVE-2021-33950,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/openkm/document-management-system,['70ccc75976922cf1c28c276a50ac72a62e5074f5'],OpenOfficeTextExtractor.java;XMLTextExtractor.java,18078000
CVE-2021-3632,CWE-287,When an actor claims to have a given identity; the product does not prove or insufficiently proves that the claim is correct.,https://github.com/keycloak/keycloak,['b4536a394abc8551ce9af24491278a56e25c2290'],WebAuthnPasswordlessAuthenticatorFactory.java,540309000
CVE-2021-3690,CWE-401,The product does not sufficiently track and release allocated memory after it has been used; which slowly consumes remaining memory.,https://github.com/undertow-io/undertow,['87f31ddaac835e3b41db339c1841760a1bac004f'],FrameHandler.java,27346000
CVE-2021-3827,CWE-287,When an actor claims to have a given identity; the product does not prove or insufficiently proves that the claim is correct.,https://github.com/keycloak/keycloak,['b5f70d8a325273cbd880aed6e3f21892aefe4c88'],SamlClient.java;SamlConfigAttributes.java;SamlProtocolFactory.java;SamlRepresentationAttributes.java;SamlEcpProfileService.java;ClientSettingsForm.java,540309000
CVE-2021-3836,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/dbeaver/dbeaver,['db626f48bd3490e8c1c61d94b8b9c726316ae739'],XMLUtils.java,194164000
CVE-2021-3856,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/keycloak/keycloak,['7d0af8519b0c4c90badd420bba75005ae4cdfa8a'],ClassLoaderTheme.java;ClasspathThemeResourceProviderFactory.java,540309000
CVE-2021-3859,CWE-214,A process is invoked with sensitive command-line arguments; environment variables; or other elements that can be seen by other processes on the operating system.,https://github.com/undertow-io/undertow,['6ae481e942dfa0307e424d591848dd7ab712b847'],HpackEncoder.java;Http2Channel.java,27346000
CVE-2021-39177,CWE-287,When an actor claims to have a given identity; the product does not prove or insufficiently proves that the claim is correct.,https://github.com/GeyserMC/Geyser,['ea8f4b854b710092599f5aa805625355f8c2174e'],UpstreamPacketHandler.java;PacketTranslator.java;PacketTranslatorRegistry.java;BedrockAdventureSettingsTranslator.java;BedrockAnimateTranslator.java;BedrockBlockEntityDataTranslator.java;BedrockBlockPickRequestTranslator.java;BedrockBookEditTranslator.java;BedrockCommandBlockUpdateTranslator.java;BedrockCommandRequestTranslator.java;BedrockContainerCloseTranslator.java;BedrockEmoteListTranslator.java;BedrockEntityPickRequestTranslator.java;BedrockFilterTextTranslator.java;BedrockInventoryTransactionTranslator.java;BedrockItemFrameDropItemTranslator.java;BedrockItemStackRequestTranslator.java;BedrockLecternUpdateTranslator.java;BedrockMapInfoRequestTranslator.java;BedrockMobEquipmentTranslator.java;BedrockMoveEntityAbsoluteTranslator.java;BedrockNetworkStackLatencyTranslator.java;BedrockPacketViolationWarningTranslator.java;BedrockPlayerInputTranslator.java;BedrockPositionTrackingDBClientRequestTranslator.java;BedrockRespawnTranslator.java;BedrockServerSettingsRequestTranslator.java;BedrockSetLocalPlayerAsInitializedTranslator.java;BedrockShowCreditsTranslator.java;BedrockTextTranslator.java;BedrockEntityEventTranslator.java;BedrockActionTranslator.java;BedrockEmoteTranslator.java;BedrockInteractTranslator.java;BedrockMovePlayerTranslator.java;BedrockRiderJumpTranslator.java;BedrockSetPlayerGameTypeTranslator.java;BedrockLevelSoundEventTranslator.java;JavaAdvancementsTabTranslator.java;JavaAdvancementsTranslator.java;JavaBossBarTranslator.java;JavaChatTranslator.java;JavaDeclareCommandsTranslator.java;JavaDeclareRecipesTranslator.java;JavaDeclareTagsTranslator.java;JavaDifficultyTranslator.java;JavaDisconnectPacket.java;JavaJoinGameTranslator.java;JavaKeepAliveTranslator.java;JavaLoginDisconnectTranslator.java;JavaLoginPluginRequestTranslator.java;JavaLoginSuccessTranslator.java;JavaPingPacket.java;JavaPluginMessageTranslator.java;JavaRespawnTranslator.java;JavaStatisticsTranslator.java;JavaUnlockRecipesTranslator.java;JavaEntityAnimationTranslator.java;JavaEntityAttachTranslator.java;JavaEntityCollectItemTranslator.java;JavaEntityEffectTranslator.java;JavaEntityEquipmentTranslator.java;JavaEntityHeadLookTranslator.java;JavaEntityMetadataTranslator.java;JavaEntityPositionRotationTranslator.java;JavaEntityPositionTranslator.java;JavaEntityPropertiesTranslator.java;JavaEntityRemoveEffectTranslator.java;JavaEntityRotationTranslator.java;JavaEntitySetPassengersTranslator.java;JavaEntityStatusTranslator.java;JavaEntityTeleportTranslator.java;JavaEntityVelocityTranslator.java;JavaRemoveEntitiesTranslator.java;JavaPlayerAbilitiesTranslator.java;JavaPlayerActionAckTranslator.java;JavaPlayerChangeHeldItemTranslator.java;JavaPlayerHealthTranslator.java;JavaPlayerListEntryTranslator.java;JavaPlayerPositionRotationTranslator.java;JavaPlayerSetExperienceTranslator.java;JavaSpawnEntityTranslator.java;JavaSpawnExpOrbTranslator.java;JavaSpawnLivingEntityTranslator.java;JavaSpawnPaintingTranslator.java;JavaSpawnPlayerTranslator.java;JavaDisplayScoreboardTranslator.java;JavaScoreboardObjectiveTranslator.java;JavaTeamTranslator.java;JavaUpdateScoreTranslator.java;JavaClearTitlesTranslator.java;JavaSetActionBarTextTranslator.java;JavaSetSubtitleTextTranslator.java;JavaSetTitleTextTranslator.java;JavaSetTitlesAnimationTranslator.java;JavaCloseWindowTranslator.java;JavaOpenHorseWindowTranslator.java;JavaOpenWindowTranslator.java;JavaSetSlotTranslator.java;JavaWindowItemsTranslator.java;JavaWindowPropertyTranslator.java;JavaBlockBreakAnimTranslator.java;JavaBlockChangeTranslator.java;JavaBlockValueTranslator.java;JavaChunkDataTranslator.java;JavaExplosionTranslator.java;JavaMapDataTranslator.java;JavaMultiBlockChangeTranslator.java;JavaNotifyClientTranslator.java;JavaPlayBuiltinSoundTranslator.java;JavaPlayEffectTranslator.java;JavaPlaySoundTranslator.java;JavaSpawnParticleTranslator.java;JavaSpawnPositionTranslator.java;JavaStopSoundTranslator.java;JavaTradeListTranslator.java;JavaUnloadChunkTranslator.java;JavaUpdateTileEntityTranslator.java;JavaUpdateTimeTranslator.java;JavaUpdateViewDistanceTranslator.java;JavaUpdateViewPositionTranslator.java;JavaVehicleMoveTranslator.java;LoginEncryptionUtils.java,31797000
CVE-2021-39180,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/OpenOLAT/OpenOLAT,['3f219ac457afde82e3be57bc614352ab92c05684'],ZipUtil.java;LocalFolderImpl.java;MergeSource.java;NamedContainerImpl.java;VFSContainer.java;VirtualContainer.java;DataStepForm.java;VFSCPContainer.java;VFSCPNamedContainerItem.java;VFSMediaFilesContainer.java;VFSRootCPContainer.java;QTI21ImportProcessor.java;CopyAndConvertVisitor.java;WikiManager.java;PathUtils.java;FileResource.java;ImsCPFileResource.java;ImsQTI21Resource.java;ScormCPFileResource.java,584469000
CVE-2021-39181,CWE-91,The product does not properly neutralize special elements that are used in XML; allowing attackers to modify the syntax; content; or commands of the XML before it is processed by an end system.,https://github.com/OpenOLAT/OpenOLAT,['6b191a591e299028022b3c78387986e86cd1026a'],ChecklistCourseNode.java;LinksPortlet.java;ChangeEMailExecuteController.java;LandingPagesModule.java;GlossaryItemManager.java;DiscoveryXStream.java;LicenseXStreamHelper.java;PersistentTaskDAO.java;VFSXStream.java;MapperDAO.java;SiteDefinitions.java;HistoryManager.java;DbStorage.java;EnhancedXStream.java;XStreamHelper.java;CourseXStreamAliases.java;FormatConfigHelper.java;EfficiencyStatementManager.java;EfficiencyStatementMediaHandler.java;CourseConfigManagerImpl.java;CustomConfigManager.java;ProjectBrokerCourseNode.java;GTAManagerImpl.java;GroupXStream.java;CPManagerImpl.java;QTI21ServiceImpl.java;ChatLogHelper.java;ContentEditorXStream.java;CurriculumXStream.java;DisadvantageCompensationAuditLogDAO.java;FormXStream.java;LectureBlockAuditLogDAO.java;OpenMeetingsDAO.java;BinderXStream.java;MetadataXStream.java;PortfolioServiceImpl.java;MetadataConverterHelper.java;QuestionItemAuditLogDAO.java;AnalysisPresentationXStream.java;ReminderRulesXStream.java;ScormMainManager.java;TaxonomyCompetenceAuditLogDAO.java;VideoManager.java;VideoManagerImpl.java;VideoMetaXStream.java;VideoXStream.java;VideoQualityTableFormController.java;ViteroManager.java;FeedFileStorge.java;BlogEntryMediaController.java;RegistrationManager.java;RepositoryEntryImportExport.java;CourseWebService.java;OLATUpgrade_11_3_0.java;OLATUpgrade_12_3_0.java;OLATUpgrade_15_3_18.java;UpgradeManager.java;HomePageConfigManagerImpl.java;UserInterestsPropertyHandler.java;VFSJavaIOFile.java,584469000
CVE-2021-39196,CWE-754,The product does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the product.,https://github.com/jdhwpgmbca/pcapture,['b1f307ee21d2331dd4459d217a5e230b3aba2280'],CaptureTypeService.java,567000
CVE-2021-41096,CWE-327,The product uses a broken or risky cryptographic algorithm or protocol.,https://github.com/mayankmetha/Rucky,['7fccfb71fd170332d9f14a1de07c29365aa7cbae'],ConfigActivity.java;Constants.java;Randoms.java,39637000
CVE-2021-41110,CWE-502,The product deserializes untrusted data without sufficiently verifying that the resulting data will be valid.,https://github.com/common-workflow-language/cwlviewer,['7b8eb67642222b84da6425b1c6ebdf864aa779df'],CWLService.java,10565000
CVE-2021-41152,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/OpenOLAT/OpenOLAT,['53086dc0d3f400b9f6bd3e74d49d6a35945b2344'],FileSelection.java;CmdDelete.java;CmdDownloadZip.java;CmdMoveCopy.java;CmdUnzip.java;CmdZip.java;SendDocumentsByEMailController.java,584469000
CVE-2021-41189,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/DSpace/DSpace,['0de9680781ea52a26f99be0656618bc073ca8dab'],CollectionServiceImpl.java;CollectionService.java;GroupServiceImpl.java,178936000
CVE-2021-41242,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/OpenOLAT/OpenOLAT,['a9d9115110a3db75d7a0a204add8ddb44770d50a'],LocalFolderImpl.java;VFSContainer.java;ForumWebService.java;CourseElementWebService.java;MultipartReader.java,584469000
CVE-2021-41256,CWE-829,The product imports; requires; or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.,https://github.com/nextcloud/news-android,['4cac4d5003c5282ba179ee2af2d7ddca31632ede'],NewsReaderListActivity.java;SettingsActivity.java,217050000
CVE-2021-41272,CWE-681,When converting from one data type to another; such as long to integer; data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context; then dangerous behaviors may occur.,https://github.com/hyperledger/besu,['00b81b6c4b392d8fbc00576ab66ebfd3da586db7'],SarOperation.java;ShlOperation.java;ShrOperation.java,94463000
CVE-2021-4213,CWE-401,The product does not sufficiently track and release allocated memory after it has been used; which slowly consumes remaining memory.,https://github.com/dogtagpki/jss,['0eb6879c3acaaa06ff49f77e12d0a7ad490bc1f2'],SSLFDProxy.java;JSSEngineReferenceImpl.java;GlobalRefProxy.java,11086000
CVE-2021-4284,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/openmrs/openmrs-module-htmlformentryui,['e002f33bde0ceaaf0dea96e7a90f2cc918c7e31a'],HtmlFormUtil.java;EnterHtmlFormFragmentController.java;ViewEncounterWithHtmlFormPageController.java,503000
CVE-2021-43286,CWE-77,The product constructs all or part of a command using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.,https://github.com/gocd/gocd,['46c728487b1fe31bf3f3ed410707d5e46782ceb4'],ScmMaterialConfig.java;P4MaterialConfig.java;UrlArgument.java;MaterialConfigsMother.java;GitCommand.java,408019000
CVE-2021-43287,CWE-200,The product exposes sensitive information to an actor that is not explicitly authorized to have access to that information.,https://github.com/gocd/gocd,['6ae94ce007e3797c32f00ca9d4f393e111401ac2'],PrimaryStatusProviderController.java;DashBoardController.java,408019000
CVE-2021-43288,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/gocd/gocd,['60ff52417e8e15b1e886eac5c39a0f1fbbf8f8cb'],DirectoryEntries.java;FileDirectoryEntry.java;FolderDirectoryEntry.java;HtmlElement.java,408019000
CVE-2021-43289,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/gocd/gocd,['c47c61cc262e365e99583763ab08d4f6628d26fe'],ArtifactsController.java,408019000
CVE-2021-43290,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/gocd/gocd,['c47c61cc262e365e99583763ab08d4f6628d26fe'],ArtifactsController.java,408019000
CVE-2021-43795,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/line/armeria,['a1105519e920b00ee3bc848a5074d943925931ef'],ArmeriaHttpUtil.java;PathAndQuery.java;RoutingResultBuilder.java,255749000
CVE-2021-43797,CWE-444,"The product acts as an intermediary HTTP agent
         (such as a proxy or firewall) in the data flow between two
         entities such as a client and server; but it does not
         interpret malformed HTTP requests or responses in ways that
         are consistent with how the messages will be processed by
         those entities that are at the ultimate destination.",https://github.com/netty/netty,['d80a34ecf84bbe153b60123b059deabcc97a8935'],DefaultHttpHeaders.java;HttpObjectDecoder.java,97335000
CVE-2021-44878,CWE-347,The product does not verify; or incorrectly verifies; the cryptographic signature for data.,https://github.com/pac4j/pac4j,['d3c5f614b936db48570764506637be275430011a'],OidcConfiguration.java;UserInfoOidcAuthenticator.java;TokenValidator.java,68694000
CVE-2021-45890,CWE-287,When an actor claims to have a given identity; the product does not prove or insufficiently proves that the claim is correct.,https://github.com/AuthGuard/AuthGuard,['87611fb75f564c30e30c1b53d2d2828de72edd46'],BasicAuthProvider.java;ErrorCode.java;UserIdentifier.java,2463000
CVE-2022-0219,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/skylot/jadx,['6db61e7a5908db0138a3a15d42c0a46ae787c72c'],ExportGradleProject.java,23575000
CVE-2022-0265,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/hazelcast/hazelcast,['7e7f00be7b5ed17b2afce73b5b14598e45350175'],AbstractXmlConfigRootTagRecognizer.java;XmlUtil.java,412989000
CVE-2022-1231,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/plantuml/plantuml,['d8c80f411083e317807c2d256e2d6c79e224f305'],UImageSvg.java,331147000
CVE-2022-1379,CWE-918,The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL; but it does not sufficiently ensure that the request is being sent to the expected destination.,https://github.com/plantuml/plantuml,['25a51b27e7856b6983f1b1b734cfbf70c7430dab'],SkinParam.java;CucaDiagramFileMakerElk.java;SURL.java;CommandStyleMultilinesCSS.java;Context.java;FromSkinparamToStyle.java;StyleLoader.java;Boundary.java;CircleInterface2.java;Cluster.java;ClusterPosition.java;ConcurrentStateImage.java;Control.java;CucaDiagramFileMakerSvek2InternalImage.java;DecorateEntityImage.java;DecorateEntityImage3.java;DirectionalTextBlock.java;EntityDomain.java;EntityImageDegenerated.java;EntityImageProtected.java;GeneralImageBuilder.java;GraphvizCrash.java;GroupPngMakerState.java;HeaderLayout.java;InnerActivity.java;InnerStateAutonom.java;PackageStyle.java;RoundedContainer.java;RoundedNorth.java;RoundedSouth.java;SvekLine.java;SvekNode.java;SvekResult.java;AbstractEntityImageBorder.java;EntityImageActivity.java;EntityImageArcCircle.java;EntityImageAssociation.java;EntityImageAssociationPoint.java;EntityImageBranch.java;EntityImageCircleEnd.java;EntityImageCircleStart.java;EntityImageClass.java;EntityImageClassHeader.java;EntityImageEmptyPackage.java;EntityImageGroup.java;EntityImageJson.java;EntityImageLollipopInterface.java;EntityImageLollipopInterfaceEye1.java;EntityImageLollipopInterfaceEye2.java;EntityImageNote.java;EntityImageNoteLink.java;EntityImagePort.java;EntityImagePseudoState.java;EntityImageState.java;EntityImageState2.java;EntityImageStateBorder.java;EntityImageStateCommon.java;EntityImageStateEmptyDescription.java;EntityImageSynchroBar.java;EntityImageTips.java;EntityImageUseCase.java;Footprint.java;Opale.java;SvgGraphics.java;ChangeState.java;Player.java;PlayerAnalog.java;PlayerBinary.java;PlayerClock.java;PlayerRobustConcise.java;TimeConstraint.java;TimingDiagram.java;TimingRuler.java;CommandBinary.java;CommandRobustConcise.java;PlayerFrame.java;Ribbon.java;TimeArrow.java;UImageSvg.java;HColorUtils.java;UPathHand.java;Version.java,331147000
CVE-2022-1782,CWE-79,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://github.com/erudika/para,['62a6550546c50e1988f515f94129822f6564cfa8'],Utils.java,6057000
CVE-2022-21126,CWE-668,The product exposes a resource to the wrong control sphere; providing unintended actors with inappropriate access to the resource.,https://github.com/samtools/htsjdk,['9fd0ecf212219d252ab273db0f7b845a59073d64'],CoordinateSortedPairInfoMap.java;IOUtil.java,172347000
CVE-2022-21675,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/Konloch/bytecode-viewer,['5624f3f0105ec8ba3092adb3eb0529e3b9a2e396'],ZipUtils.java,648617000
CVE-2022-21700,CWE-400,The product does not properly control the allocation and maintenance of a limited resource; thereby enabling an actor to influence the amount of resources consumed; eventually leading to the exhaustion of available resources.,https://github.com/micronaut-projects/micronaut-core,['07424ba01bf87d7383cef6d15e12d240da7918b0'],ConversionContext.java;DefaultArgumentConversionContext.java;ConvertibleMultiValues.java;ConvertibleValues.java;Argument.java;DefaultArgument.java;HttpClientErrorDecoder.java;RoutingInBoundHandler.java;CompletableFutureBodyBinder.java;PublisherBodyBinder.java;CorsFilter.java;CorsOriginConverter.java;HttpHeaders.java;MediaType.java;CacheInterceptor.java;FileWatchCondition.java;SessionArgumentBinder.java,107732000
CVE-2022-21724,CWE-665,The product does not initialize or incorrectly initializes a resource; which might leave the resource in an unexpected state when it is accessed or used.,https://github.com/pgjdbc/pgjdbc,['d6e53121f7902d41222079cc6a1c2c7274153b18'],SocketFactoryFactory.java;AuthenticationPluginManager.java;LibPQFactory.java;MakeSSL.java;ObjectFactory.java,45883000
CVE-2022-23496,CWE-755,The product does not handle or incorrectly handles an exceptional condition.,https://github.com/nielsbasjes/yauaa,['91b5cf40f75aea6b9759c3722e0491109a325ae1'],ClientHintsAnalyzer.java,86127000
CVE-2022-23532,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/neo4j-contrib/neo4j-apoc-procedures,['7d3a491a5d32be31925c36cd87762478c2be174a'],ExportCSV.java;FileUtils.java,58017000
CVE-2022-23544,CWE-918,The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL; but it does not sufficiently ensure that the request is being sent to the expected destination.,https://github.com/metersphere/metersphere,['c51cb6e5e05dd00989fe56a72da81453400cd3b7'],SessionFilter.java;IssuesPlatform.java;IssueProxyResourceController.java;IssuesService.java;PlatformPluginService.java;ZentaoClient.java;AbstractIssuePlatform.java;ZentaoPlatform.java;IssueProxyResourceService.java,420864000
CVE-2022-23596,CWE-835,The product contains an iteration or loop with an exit condition that cannot be reached; i.e.; an infinite loop.,https://github.com/junrar/junrar,['306bb60eed59f90103bf3e9f2446472f2357fb84'],Archive.java,13825000
CVE-2022-23612,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/openmrs/openmrs-core,['f7c818c57ba7cfa59506bbce71597601ead362c9'],StartupFilter.java,238412000
CVE-2022-23615,CWE-863,The product performs an authorization check when an actor attempts to access a resource or perform an action; but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.,https://github.com/xwiki/xwiki-platform,['bd7becdb060d77265c1f4aacb2ad15a212304ebf'],Document.java,573127000
CVE-2022-23617,CWE-862,The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,https://github.com/xwiki/xwiki-platform,['39ddb2ee597778a0ee082b65182407d3b5684ae9'],AdminAction.java;CreateAction.java;EditAction.java;InlineAction.java;SaveAction.java;XWikiAction.java,573127000
CVE-2022-23618,CWE-601,A web application accepts a user-controlled input that specifies a link to an external site; and uses that link in a Redirect. This simplifies phishing attacks.,https://github.com/xwiki/xwiki-platform,['5ce100d7c6a63a095d4da485084e62184c9ff3f6'],MyFormAuthenticator.java;XWikiAction.java;XWikiServletResponse.java;URLConfiguration.java;URLSecurityManager.java;DefaultURLConfiguration.java;DefaultURLSecurityManager.java;XWikiServerClassListener.java,573127000
CVE-2022-23619,CWE-640,The product contains a mechanism for users to recover or change their passwords without knowing the original password; but the mechanism is weak.,https://github.com/xwiki/xwiki-platform,['607934c236064bfd2e9a7bc9a001fac7a011ce9b'],ResetPasswordIT.java;ResetPasswordPage.java;ResetPasswordRequestResponse.java;DefaultResetPasswordManager.java;DefaultResetPasswordRequestResponse.java;AuthenticationScriptService.java,573127000
CVE-2022-23620,CWE-116,The product prepares a structured message for communication with another component; but encoding or escaping of the data is either missing or done incorrectly. As a result; the intended structure of the message is not preserved.,https://github.com/xwiki/xwiki-platform,['9e4d40d03960b20233f6887bc142fe4474f620c4'],AbstractSxExportURLFactoryActionHandler.java,573127000
CVE-2022-23621,CWE-552;CWE-862,The product makes files or directories accessible to unauthorized actors; even though they should not be.;The product does not perform an authorization check when an actor attempts to access a resource or perform an action.,https://github.com/xwiki/xwiki-platform,['9217d1088b0c6c82f0209673f1f9c09b0ef5896a'],XWiki.java,573127000
CVE-2022-24816,CWE-94,The product constructs all or part of a code segment using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.,https://github.com/geosolutions-it/jai-ext,['8d2ab594dc3295c5c6eabb7da3568f734521bf2d'],Jiffle.java;Script.java,24495000
CVE-2022-24823,CWE-378;CWE-379;CWE-668,Opening temporary files without appropriate measures or controls can leave the file; its contents and any function that it impacts vulnerable to attack.;The product creates a temporary file in a directory whose permissions allow unintended actors to determine the file's existence or otherwise access that file.;The product exposes a resource to the wrong control sphere; providing unintended actors with inappropriate access to the resource.,https://github.com/netty/netty,['7dbca6aedc8cf5971e2a26d8fc2b7f265f2b4bf1'],PlatformDependent.java,97335000
CVE-2022-24830,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/OpenClinica/OpenClinica,['bd363d40b0b002456b925b47a4cb84aacf7fa037'],DownloadVersionSpreadSheetServlet.java;DownloadAttachedFileServlet.java;BatchCRFMigrationController.java;OpenRosaSubmissionController.java,84193000
CVE-2022-24832,CWE-74,The product constructs all or part of a command; data structure; or record using externally-influenced input from an upstream component; but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.,https://github.com/gocd/gocd-ldap-authentication-plugin,['ef94cd83e8c9d3618c0530ce9892247fd92c4836'],ApacheDsLdapClient.java;LdapClient.java;JNDILdapClient.java,1166000
CVE-2022-24839,CWE-400,The product does not properly control the allocation and maintenance of a limited resource; thereby enabling an actor to influence the amount of resources consumed; eventually leading to the exhaustion of available resources.,https://github.com/sparklemotion/nekohtml,['6fe9b53bc289d0e90d684c0f4a8e9f2b19f3460f'],HTMLScanner.java,13736000
CVE-2022-24861,CWE-20,"The product receives input or data; but it does
        not validate or incorrectly validates that the input has the
        properties that are required to process the data safely and
        correctly.",https://github.com/vran-dev/databasir,['6b6a7f4e40b136866819ece585cb9d56cf3fcbe6'],DomainErrors.java;DatabaseTypeService.java;CustomDatabaseConnectionFactory.java;DriverResources.java;JwtTokens.java,126472000
CVE-2022-24881,CWE-20,"The product receives input or data; but it does
        not validate or incorrectly validates that the input has the
        properties that are required to process the data safely and
        correctly.",https://github.com/ballcat-projects/ballcat-codegen,['719dd74cab14c094a483b4ba735fcd3c5cc4058e'],FreemarkerTemplateEngine.java;TemplateEngine.java;TemplateEngineDelegator.java;VelocityTemplateEngine.java;TemplateRenderException.java;GeneratorServiceImpl.java,6907000
CVE-2022-24897,CWE-22,The product uses external input to construct a pathname that is intended to identify a file or directory that is located underneath a restricted parent directory; but the product does not properly neutralize special elements within the pathname that can cause the pathname to resolve to a location that is outside of the restricted directory.,https://github.com/xwiki/xwiki-commons,['75aadf3257c57c6ab62f7441b66f3cf3abddfdde'],SecureIntrospector.java,39531000
CVE-2022-24898,CWE-611,The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control; causing the product to embed incorrect documents into its output.,https://github.com/xwiki/xwiki-commons,['3af8680e1111acb1f7bf8c92b264ee3022258fe2'],XMLUtils.java,39531000
